304 ; O'Brien
304 ; Washington
305 ; O'Brien
307 ; O'Brien
307 ; Washington
308 ; Washington
308 ; O'Brien
309 ; Washington
311 ; Washington
313 ; Tarango
313 ; Rios
315 ; Tarango
319 ; Tarango
322 ; Rios
322 ; Tarango
323 ; Rios
333 ; Tarango
333 ; Rios
334 ; Tarango
338 ; CUNNINGHAM
340 ; Randall Cunningham
341 ; Cunningham
342 ; Cunningham
343 ; Cunningham
345 ; Randall
345 ; Jeffrey Lurie
346 ; Randall
347 ; Cunningham
348 ; Cunningham
356 ; Nolan Henke
357 ; Bob Estes
358 ; Billy Andrade
358 ; Duffy Waldorf
358 ; Jesper Parnevik
359 ; Neal Lancaster
359 ; Dave Barr
359 ; Mike Sullivan
359 ; Willie
360 ; Wood
360 ; Loren Roberts
360 ; Steve Stricker
360 ; Brian Claar
360 ; Russ Cochran
361 ; Mark Calcavecchia
361 ; Payne Stewart
361 ; Billy Mayfair
361 ; Ken
362 ; Green
362 ; Jerry Kelly
362 ; Tim Simpson
362 ; Olin Browne
362 ; Shane Bortsch
363 ; Mike Hulbert
363 ; Brian Henninger
363 ; Tiger Woods
363 ; Steve Jurgenson
364 ; Bryan Gorman
366 ; HENKE
366 ; WOODS
368 ; Nolan Henke
368 ; Tiger Woods
369 ; Henke
369 ; Bob Estes
369 ; Billy Andrade
369 ; Duffy Waldorf
369 ; Jesper Parnevik
370 ; Woods
372 ; Woods
377 ; Henke
383 ; Henke
383 ; Andrew Magee
384 ; Estes
387 ; Woods
387 ; Billy Mayfair
387 ; Payne Stewart
388 ; Scott Hoch
389 ; Phil Mickelson
390 ; Mark Brooks
390 ; Tom Lehman
390 ; Mark O'Meara
392 ; SILVA
394 ; Mauro Silva
395 ; Silva
398 ; MITCHELL
398 ; BAILEY
399 ; Adrian Warner
401 ; Dennis Mitchell
401 ; Donovan Bailey
402 ; Mitchell
402 ; Bailey
403 ; Bailey
404 ; Michael Green
404 ; Bailey
405 ; Mitchell
405 ; Bailey
406 ; Bailey
409 ; Jesse Owens
410 ; Mitchell
411 ; Gail Devers
411 ; Merlene Ottey
418 ; Michelle Freeman
419 ; Ludmila Engquist
420 ; Aliuska Lopez
421 ; Brigita Bokovec
422 ; Dionne Rose
423 ; Julie Baumann
424 ; Gillian Russell
426 ; Svetlana Masterkova
427 ; Patricia Djate-Taillard
428 ; Carla Sacramento
429 ; Yekaterina Podkopayeva
430 ; Leah Pells
431 ; Carmen Wuestenhagen
432 ; Margarita Maruseva
433 ; Sara Thorsett
435 ; Mark Crear
436 ; Tony Jarrett
437 ; Florian Schwarthoff
438 ; Emilio Valle
439 ; Falk Balzer
440 ; Steve Brown
441 ; Frank Busemann
442 ; Jack Pierce
444 ; Frankie Fredericks
445 ; Michael Johnson
446 ; Ato Boldon
447 ; Geir Moen
448 ; Patrick Stevens
449 ; Jon Drummond
450 ; Claus Hirsbro
451 ; Ivan Garcia
453 ; Astrid Kumbernuss
454 ; Claudia Mues
455 ; Irina Korzhanenko
456 ; Valentina Fedyushina
457 ; Stephanie Storp
459 ; Noureddine Morceli
460 ; Venuste Niyongabo
461 ; William Tanui
462 ; Laban Rotich
463 ; Marko Koers
464 ; Isaac Viciosa
465 ; John Mayock
466 ; Marcus O'Sullivan
468 ; Lars Riedel
469 ; Anthony Washington
470 ; Vasily Kaptyukh
471 ; Vladimir Dubrovshchik
472 ; Virgilijus Alekna
473 ; Juergen Schult
474 ; Andreas Seelig
475 ; Michael Moellenbeck
477 ; Gail Devers
478 ; Merlene Ottey
479 ; Gwen Torrence
480 ; Mary Onyali
481 ; Chryste Gaines
482 ; Chandra Sturrup
483 ; Irina Privalova
484 ; Inger Miller
486 ; Gabriela Szabo
487 ; Gete Wami
488 ; Rose Cheruiyot
489 ; Annemari Sandell
490 ; Tegla Loroupe
491 ; Gunhild Halle
492 ; Pauline Konga
493 ; Sally Barsosio
495 ; Torrance Zellner
496 ; Samuel Matete
497 ; Derrick Adkins
498 ; Fabrizio Mori
499 ; Sven Nylander
500 ; Eric Thomas
501 ; Rohan Robinson
502 ; Dusan Kovacs
504 ; Falilat Ogunkoya
505 ; Jearl Miles
506 ; Fatima Yusuf
507 ; Anja Ruecker
508 ; Olabisi Afolabi
509 ; Phylis Smith
510 ; Linda Kisabaka
511 ; Karin Janke
513 ; Dennis Mitchell
514 ; Michael Green
515 ; Donovan Bailey
516 ; Jon Drummond
517 ; Davidson Ezinwa
518 ; Geir Moen
519 ; Marc Blume
521 ; Wilson Kipketer
522 ; Norberto Tellez
523 ; Sammy Langat
524 ; Nico Motchebon
525 ; David Kiptoo
526 ; Adem Hacini
527 ; Vebjoen Rodal
528 ; Craig Winrow
530 ; Andrei Tiwontschik
531 ; Igor Trandenkov
532 ; Maksim Tarasov
533 ; Tim Lobinger
534 ; Igor Potapovich
535 ; Jean Galfione
536 ; Pyotr Bochkary
537 ; Dmitri Markov
539 ; Stefka Kostadinova
540 ; Inga Babakova
541 ; Alina Astafei
542 ; Tatyana Motkova
543 ; Hanne Haugland
544 ; Nele Zilinskiene
545 ; Yelena Gulyayeva
546 ; Natalya Golodnova
548 ; Daniel Komen
549 ; Bob Kennedy
550 ; Paul Koech
551 ; El Hassane Lahssini
552 ; Shem Kororia
553 ; Brahim Lahlafi
554 ; Tom Nyariki
555 ; Fita Bayissa
557 ; Jonathan Edwards
558 ; Yoelvis Quesada
559 ; Kenny Harrison
560 ; Mike Conley
561 ; Armen Martirosyan
562 ; Sigurd Njerve
563 ; Carlos Calado
564 ; Charles-Michael Friedek
566 ; Tanja Damaske
567 ; Trine Hattesta
568 ; Isel Lopez
569 ; Heli Rantanen
570 ; Louise McPaul
571 ; Xiomara Rivero
572 ; Natalya Shikolen
573 ; Rita Ramaunaskaite
574 ; Jesse Owens
575 ; Donovan Bailey
575 ; Michael Johnson
575 ; Frankie
576 ; Fredericks
576 ; Linford Christie
577 ; Michael Green
577 ; Osmond Ezinwa
577 ; Oeji Aliu
578 ; Davidson Ezinwa
579 ; Peter Karlsson
579 ; Falk Balzer
579 ; George
580 ; Panayiotopoulos
580 ; Florian Schwarthoff
585 ; Guy Hellers
587 ; Roberto Bisconti
587 ; Didier Ernst
587 ; Bisconti
591 ; HARRISON
591 ; EDWARDS
593 ; Kenny Harrison
593 ; Jonathan Edwards
595 ; Edwards
596 ; Edwards
598 ; BARATELLI
600 ; Dominique Baratelli
601 ; Baratelli
601 ; Albert Emon
604 ; LENTINI
606 ; Gianluigi Lentini
608 ; Lentini
610 ; Lentini
610 ; Fabio Capello
610 ; Emiliano Mondonico
623 ; M. Waugh
623 ; Jayasuriya
624 ; M. Slater
625 ; S. Law
625 ; Tillekeratne
625 ; Dharmasena
626 ; M. Bevan
626 ; Vaas
626 ; Chandana
627 ; S. Waugh
627 ; Muralitharan
628 ; R. Ponting
629 ; D. Lehmann
629 ; Kaluwitharana
629 ; Chandana
630 ; I. Healy
630 ; Ranatunga
630 ; Muralitharan
631 ; J. Gillespie
631 ; Kaluwitharana
631 ; Chandana
632 ; D. Fleming
632 ; Chandana
632 ; Jayasuriya
633 ; G. McGrath
638 ; Vass
638 ; de Silva
638 ; Dharmasena
639 ; Muralitharan
639 ; Jayasuriya
639 ; Chandana
642 ; S. Jayasuriya
642 ; Healy
642 ; Fleming
643 ; R. Kaluwitharana
643 ; S. Waugh
644 ; A. Gurusinha
645 ; A.de Silva
646 ; A. Ranatunga
646 ; Fleming
647 ; H. Tillekeratne
647 ; Fleming
648 ; R. Mahanama
648 ; McGrath
649 ; U. Chandana
653 ; Dharmasena
653 ; Vaas
653 ; Muralitharan
